date,average_price ,total_volume,type,year,geography
2019/4/14,1.32,270792,conventional,2019,Charlotte
2019/4/14,1.78,12315,organic,2019,Charlotte
2019/4/14,1.52,621757,conventional,2019,Chicago
2019/4/14,1.71,44005,organic,2019,Chicago
2019/4/14,0.88,269933,conventional,2019,Cincinnati/Dayton
2019/4/14,1.31,8192,organic,2019,Cincinnati/Dayton
2019/4/14,0.85,300303,conventional,2019,Columbus
2019/4/14,1.45,5256,organic,2019,Columbus
2019/4/14,0.83,1691329,conventional,2019,Dallas/Ft. Worth
2019/4/14,1.17,44326,organic,2019,Dallas/Ft. Worth
2019/4/14,0.88,1078733,conventional,2019,Denver
2019/4/14,1.33,69541,organic,2019,Denver
2019/4/14,0.92,667028,conventional,2019,Detroit
2019/4/14,1.33,11357,organic,2019,Detroit
2019/4/14,1.47,177551,conventional,2019,Grand Rapids
2019/4/14,1.26,12833,organic,2019,Grand Rapids
2019/4/14,1.26,334662,conventional,2019,Harrisburg/Scranton
2019/4/14,1.48,16563,organic,2019,Harrisburg/Scranton
2019/4/14,1.05,566877,conventional,2019,Hartford/Springfield
2019/4/14,1.66,29759,organic,2019,Hartford/Springfield
2019/4/14,0.84,1586415,conventional,2019,Houston
2019/4/14,1.22,35716,organic,2019,Houston
2019/4/14,0.88,298322,conventional,2019,Indianapolis
2019/4/14,1.3,7079,organic,2019,Indianapolis
2019/4/14,1.32,228162,conventional,2019,Jacksonville
2019/4/14,1.41,2670,organic,2019,Jacksonville
2019/4/14,0.98,434867,conventional,2019,Las Vegas
2019/4/14,1.47,15330,organic,2019,Las Vegas
2019/4/14,0.87,4127623,conventional,2019,Los Angeles
2019/4/14,1.15,136504,organic,2019,Los Angeles
2019/4/14,0.96,164625,conventional,2019,Louisville
2019/4/14,1.42,2732,organic,2019,Louisville
2019/4/14,1.36,935522,conventional,2019,Miami/Ft. Lauderdale
2019/4/14,1.32,10538,organic,2019,Miami/Ft. Lauderdale
2019/4/14,0.84,344984,conventional,2019,Nashville
2019/4/14,1.55,3332,organic,2019,Nashville
2019/4/14,1.03,349216,conventional,2019,New Orleans/Mobile
2019/4/14,1.03,2053,organic,2019,New Orleans/Mobile
2019/4/14,1.14,2308270,conventional,2019,New York
2019/4/14,1.4,277683,organic,2019,New York
2019/4/14,1.25,517605,conventional,2019,Orlando
2019/4/14,1.37,6596,organic,2019,Orlando
2019/4/14,1.44,497616,conventional,2019,Philadelphia
2019/4/14,1.39,55545,organic,2019,Philadelphia
2019/4/14,0.92,1298918,conventional,2019,Phoenix/Tucson
2019/4/14,1.11,47945,organic,2019,Phoenix/Tucson
2019/4/14,1.2,137411,conventional,2019,Pittsburgh
2019/4/14,1.48,10471,organic,2019,Pittsburgh
2019/4/14,1.13,684516,conventional,2019,Portland
2019/4/14,1.55,56245,organic,2019,Portland
2019/4/14,1.28,362568,conventional,2019,Raleigh/Greensboro
2019/4/14,2.14,12165,organic,2019,Raleigh/Greensboro
2019/4/14,1.08,331533,conventional,2019,Richmond/Norfolk
2019/4/14,1.44,11802,organic,2019,Richmond/Norfolk
2019/4/14,1.34,487553,conventional,2019,Sacramento
2019/4/14,1.7,11690,organic,2019,Sacramento
2019/4/14,0.77,870143,conventional,2019,San Diego
2019/4/14,1.31,22395,organic,2019,San Diego
2019/4/14,1.26,1015213,conventional,2019,San Francisco
2019/4/14,1.87,27925,organic,2019,San Francisco
2019/4/14,1.24,613386,conventional,2019,Seattle
2019/4/14,1.21,144516,organic,2019,Seattle
2019/4/14,1.14,115098,conventional,2019,Spokane
2019/4/14,1.72,6784,organic,2019,Spokane
2019/4/14,1.12,220101,conventional,2019,St. Louis
2019/4/14,2.15,8153,organic,2019,St. Louis
2019/4/14,1.34,80173,conventional,2019,Syracuse
2019/4/14,1.63,4366,organic,2019,Syracuse
2019/4/14,1.3,560660,conventional,2019,Tampa
2019/4/14,1.38,4358,organic,2019,Tampa
2019/4/21,1.4,109871,conventional,2019,Albany
2019/4/21,1.92,2833,organic,2019,Albany
2019/4/21,1.19,666177,conventional,2019,Atlanta
2019/4/21,1.68,15014,organic,2019,Atlanta
2019/4/21,1.51,890934,conventional,2019,Baltimore
2019/4/21,1.72,44873,organic,2019,Baltimore
2019/4/21,1.62,91281,conventional,2019,Boise
2019/4/21,2.18,4214,organic,2019,Boise
2019/4/21,1.61,494546,conventional,2019,Boston
2019/4/21,1.67,28648,organic,2019,Boston
2019/4/21,1.53,172992,conventional,2019,Buffalo/Rochester
2019/4/21,2.16,9083,organic,2019,Buffalo/Rochester
2019/4/21,1.37,285605,conventional,2019,Charlotte
2019/4/21,2.05,11381,organic,2019,Charlotte
2019/4/21,1.75,573323,conventional,2019,Chicago
2019/4/21,1.99,40193,organic,2019,Chicago
2019/4/21,0.98,264774,conventional,2019,Cincinnati/Dayton
2019/4/21,1.56,10375,organic,2019,Cincinnati/Dayton
2019/4/21,0.95,261534,conventional,2019,Columbus
2019/4/21,1.68,6600,organic,2019,Columbus
2019/4/21,0.95,1629353,conventional,2019,Dallas/Ft. Worth
2019/4/21,1.32,45019,organic,2019,Dallas/Ft. Worth
2019/4/21,1.11,1009700,conventional,2019,Denver
2019/4/21,1.74,24347,organic,2019,Denver
2019/4/21,1.07,591514,conventional,2019,Detroit
2019/4/21,1.56,11866,organic,2019,Detroit
2019/4/21,1.59,179342,conventional,2019,Grand Rapids
2019/4/21,1.36,14986,organic,2019,Grand Rapids
2019/4/21,1.29,351099,conventional,2019,Harrisburg/Scranton
2019/4/21,1.81,12553,organic,2019,Harrisburg/Scranton
2019/4/21,1.56,244675,conventional,2019,Hartford/Springfield
2019/4/21,2.19,11259,organic,2019,Hartford/Springfield
2019/4/21,0.92,1531738,conventional,2019,Houston
2019/4/21,1.43,33894,organic,2019,Houston
2019/4/21,1.05,260634,conventional,2019,Indianapolis
2019/4/21,1.55,5163,organic,2019,Indianapolis
2019/4/21,1.41,219703,conventional,2019,Jacksonville
2019/4/21,1.47,637,organic,2019,Jacksonville
2019/4/21,1.06,370341,conventional,2019,Las Vegas
2019/4/21,1.68,11865,organic,2019,Las Vegas
2019/4/21,1.29,2890600,conventional,2019,Los Angeles
2019/4/21,1.46,124675,organic,2019,Los Angeles
2019/4/21,1.29,123231,conventional,2019,Louisville
2019/4/21,1.81,2429,organic,2019,Louisville
2019/4/21,1.39,880425,conventional,2019,Miami/Ft. Lauderdale
2019/4/21,1.19,4397,organic,2019,Miami/Ft. Lauderdale
2019/4/21,1.07,291855,conventional,2019,Nashville
2019/4/21,1.9,3701,organic,2019,Nashville
2019/4/21,1.23,308143,conventional,2019,New Orleans/Mobile
2019/4/21,1.5,1336,organic,2019,New Orleans/Mobile
2019/4/21,1.61,1549354,conventional,2019,New York
2019/4/21,2.06,101792,organic,2019,New York
2019/4/21,1.32,488684,conventional,2019,Orlando
2019/4/21,1.33,3241,organic,2019,Orlando
2019/4/21,1.53,493911,conventional,2019,Philadelphia
2019/4/21,1.9,29203,organic,2019,Philadelphia
2019/4/21,0.97,1252917,conventional,2019,Phoenix/Tucson
2019/4/21,1.75,17928,organic,2019,Phoenix/Tucson
2019/4/21,1.25,131681,conventional,2019,Pittsburgh
2019/4/21,1.5,9994,organic,2019,Pittsburgh
2019/4/21,1.65,489157,conventional,2019,Portland
2019/4/21,2.02,44204,organic,2019,Portland
2019/4/21,1.37,366534,conventional,2019,Raleigh/Greensboro
2019/4/21,2.31,12970,organic,2019,Raleigh/Greensboro
2019/4/21,1.32,293678,conventional,2019,Richmond/Norfolk
2019/4/21,1.52,14492,organic,2019,Richmond/Norfolk
2019/4/21,1.68,430276,conventional,2019,Sacramento
2019/4/21,1.65,18052,organic,2019,Sacramento
2019/4/21,1.3,525243,conventional,2019,San Diego
2019/4/21,1.65,24437,organic,2019,San Diego
2019/4/21,1.71,870509,conventional,2019,San Francisco
2019/4/21,2.11,39336,organic,2019,San Francisco
2019/4/21,1.7,468014,conventional,2019,Seattle
2019/4/21,1.37,125701,organic,2019,Seattle
2019/4/21,1.61,87455,conventional,2019,Spokane
2019/4/21,2.15,5667,organic,2019,Spokane
2019/4/21,1.27,171602,conventional,2019,St. Louis
2019/4/21,2.09,7873,organic,2019,St. Louis
2019/4/21,1.49,81160,conventional,2019,Syracuse
2019/4/21,1.9,3363,organic,2019,Syracuse
2019/4/21,1.36,523517,conventional,2019,Tampa
2019/4/21,1.26,1877,organic,2019,Tampa
2019/4/28,1.47,92532,conventional,2019,Albany
2019/4/28,1.87,2524,organic,2019,Albany
2019/4/28,1.26,627504,conventional,2019,Atlanta
2019/4/28,1.89,19522,organic,2019,Atlanta
2019/4/28,1.51,902666,conventional,2019,Baltimore
2019/4/28,1.78,35342,organic,2019,Baltimore
2019/4/28,1.66,87946,conventional,2019,Boise
2019/4/28,2.21,3885,organic,2019,Boise
2019/4/28,1.67,502404,conventional,2019,Boston
2019/4/28,1.55,39445,organic,2019,Boston
2019/4/28,1.55,151286,conventional,2019,Buffalo/Rochester
2019/4/28,1.53,21741,organic,2019,Buffalo/Rochester
2019/4/28,1.42,287913,conventional,2019,Charlotte
2019/4/28,1.82,14680,organic,2019,Charlotte
2019/4/28,1.74,558630,conventional,2019,Chicago
2019/4/28,2.16,33592,organic,2019,Chicago
2019/4/28,1.15,277951,conventional,2019,Cincinnati/Dayton
2019/4/28,1.91,13719,organic,2019,Cincinnati/Dayton
2019/4/28,1.28,167847,conventional,2019,Columbus
2019/4/28,1.77,6725,organic,2019,Columbus
2019/4/28,1.04,1388502,conventional,2019,Dallas/Ft. Worth
2019/4/28,1.41,38073,organic,2019,Dallas/Ft. Worth
2019/4/28,1.22,836648,conventional,2019,Denver
2019/4/28,2.04,26422,organic,2019,Denver
2019/4/28,1.44,314082,conventional,2019,Detroit
2019/4/28,1.86,12707,organic,2019,Detroit
2019/4/28,1.65,155775,conventional,2019,Grand Rapids
2019/4/28,1.55,8163,organic,2019,Grand Rapids
2019/4/28,1.36,308067,conventional,2019,Harrisburg/Scranton
2019/4/28,1.76,7900,organic,2019,Harrisburg/Scranton
2019/4/28,1.61,239336,conventional,2019,Hartford/Springfield
2019/4/28,2.05,10621,organic,2019,Hartford/Springfield
2019/4/28,1.03,1195256,conventional,2019,Houston
2019/4/28,1.58,34222,organic,2019,Houston
2019/4/28,1.28,188586,conventional,2019,Indianapolis
2019/4/28,1.87,5036,organic,2019,Indianapolis
2019/4/28,1.44,225447,conventional,2019,Jacksonville
2019/4/28,1.47,645,organic,2019,Jacksonville
2019/4/28,1.33,298338,conventional,2019,Las Vegas
2019/4/28,2,10385,organic,2019,Las Vegas
2019/4/28,1.46,2463023,conventional,2019,Los Angeles
2019/4/28,1.86,116664,organic,2019,Los Angeles
2019/4/28,1.48,96304,conventional,2019,Louisville
2019/4/28,1.97,2908,organic,2019,Louisville
2019/4/28,1.41,920152,conventional,2019,Miami/Ft. Lauderdale
2019/4/28,1.35,3074,organic,2019,Miami/Ft. Lauderdale
2019/4/28,1.22,255401,conventional,2019,Nashville
2019/4/28,1.89,4340,organic,2019,Nashville
2019/4/28,1.27,313559,conventional,2019,New Orleans/Mobile
2019/4/28,1.68,1315,organic,2019,New Orleans/Mobile
2019/4/28,1.49,1522154,conventional,2019,New York
2019/4/28,2.12,71812,organic,2019,New York
2019/4/28,1.33,507893,conventional,2019,Orlando
2019/4/28,1.29,1886,organic,2019,Orlando
2019/4/28,1.59,456572,conventional,2019,Philadelphia
2019/4/28,1.89,16523,organic,2019,Philadelphia
2019/4/28,1.17,974676,conventional,2019,Phoenix/Tucson
2019/4/28,2.13,12889,organic,2019,Phoenix/Tucson
2019/4/28,1.27,139404,conventional,2019,Pittsburgh
2019/4/28,1.55,11208,organic,2019,Pittsburgh
2019/4/28,1.69,486742,conventional,2019,Portland
2019/4/28,2.32,34890,organic,2019,Portland
2019/4/28,1.37,374612,conventional,2019,Raleigh/Greensboro
2019/4/28,2.25,13917,organic,2019,Raleigh/Greensboro
2019/4/28,1.39,277445,conventional,2019,Richmond/Norfolk
2019/4/28,1.61,13814,organic,2019,Richmond/Norfolk
2019/4/28,1.78,415450,conventional,2019,Sacramento
2019/4/28,1.98,14419,organic,2019,Sacramento
2019/4/28,1.54,455748,conventional,2019,San Diego
2019/4/28,2.19,17805,organic,2019,San Diego
2019/4/28,1.81,816181,conventional,2019,San Francisco
2019/4/28,2.23,36385,organic,2019,San Francisco
2019/4/28,1.82,451561,conventional,2019,Seattle
2019/4/28,2.15,60530,organic,2019,Seattle
2019/4/28,1.65,81004,conventional,2019,Spokane
2019/4/28,2.18,5463,organic,2019,Spokane
2019/4/28,1.31,194706,conventional,2019,St. Louis
2019/4/28,2.01,12673,organic,2019,St. Louis
2019/4/28,1.52,70747,conventional,2019,Syracuse
2019/4/28,1.51,8024,organic,2019,Syracuse
2019/4/28,1.36,542202,conventional,2019,Tampa
2019/4/28,1.2,919,organic,2019,Tampa
2019/5/5,1.15,176984,conventional,2019,Albany
2019/5/5,1.89,2751,organic,2019,Albany
2019/5/5,1.15,873983,conventional,2019,Atlanta
2019/5/5,1.85,12762,organic,2019,Atlanta
2019/5/5,1.3,1228664,conventional,2019,Baltimore
2019/5/5,1.78,33223,organic,2019,Baltimore
2019/5/5,1.33,131321,conventional,2019,Boise
2019/5/5,2.03,3632,organic,2019,Boise
2019/5/5,1.5,800271,conventional,2019,Boston
2019/5/5,1.75,37387,organic,2019,Boston
2019/5/5,1.44,195796,conventional,2019,Buffalo/Rochester
2019/5/5,1.55,16995,organic,2019,Buffalo/Rochester
2019/5/5,1.16,426133,conventional,2019,Charlotte
2019/5/5,1.95,13047,organic,2019,Charlotte
2019/5/5,1.48,753297,conventional,2019,Chicago
2019/5/5,2.18,38562,organic,2019,Chicago
2019/5/5,1.26,304183,conventional,2019,Cincinnati/Dayton
2019/5/5,2.05,7844,organic,2019,Cincinnati/Dayton
2019/5/5,1.04,282254,conventional,2019,Columbus
2019/5/5,1.77,6065,organic,2019,Columbus
2019/5/5,0.94,1685346,conventional,2019,Dallas/Ft. Worth
2019/5/5,1.42,31493,organic,2019,Dallas/Ft. Worth
2019/5/5,1.17,1085177,conventional,2019,Denver
2019/5/5,1.92,32092,organic,2019,Denver
2019/5/5,1.19,569876,conventional,2019,Detroit
2019/5/5,1.91,15350,organic,2019,Detroit
2019/5/5,1.5,209606,conventional,2019,Grand Rapids
2019/5/5,1.52,8516,organic,2019,Grand Rapids
2019/5/5,1.38,349528,conventional,2019,Harrisburg/Scranton
2019/5/5,1.68,8202,organic,2019,Harrisburg/Scranton
2019/5/5,1.38,484455,conventional,2019,Hartford/Springfield
2019/5/5,2.11,13871,organic,2019,Hartford/Springfield
2019/5/5,0.84,1751094,conventional,2019,Houston
2019/5/5,1.41,31908,organic,2019,Houston
2019/5/5,1.09,286512,conventional,2019,Indianapolis
2019/5/5,1.77,5358,organic,2019,Indianapolis
2019/5/5,1.43,296140,conventional,2019,Jacksonville
2019/5/5,1.47,579,organic,2019,Jacksonville
2019/5/5,1.21,438156,conventional,2019,Las Vegas
2019/5/5,1.88,11349,organic,2019,Las Vegas
2019/5/5,1.27,3457683,conventional,2019,Los Angeles
2019/5/5,2.02,93134,organic,2019,Los Angeles
2019/5/5,1.2,155598,conventional,2019,Louisville
2019/5/5,2.02,3015,organic,2019,Louisville
2019/5/5,1.42,1144314,conventional,2019,Miami/Ft. Lauderdale
2019/5/5,1.4,3726,organic,2019,Miami/Ft. Lauderdale
2019/5/5,1.05,354262,conventional,2019,Nashville
2019/5/5,1.61,6960,organic,2019,Nashville
2019/5/5,1.14,420841,conventional,2019,New Orleans/Mobile
2019/5/5,1.14,6424,organic,2019,New Orleans/Mobile
2019/5/5,1.56,1994542,conventional,2019,New York
2019/5/5,2.06,77788,organic,2019,New York
2019/5/5,1.35,611334,conventional,2019,Orlando
2019/5/5,1.35,2435,organic,2019,Orlando
2019/5/5,1.58,555681,conventional,2019,Philadelphia
2019/5/5,1.89,19295,organic,2019,Philadelphia
2019/5/5,0.95,1577905,conventional,2019,Phoenix/Tucson
2019/5/5,1.9,15973,organic,2019,Phoenix/Tucson
2019/5/5,0.99,260321,conventional,2019,Pittsburgh
2019/5/5,1.55,9515,organic,2019,Pittsburgh
2019/5/5,1.27,878738,conventional,2019,Portland
2019/5/5,2.19,37137,organic,2019,Portland
2019/5/5,1.12,526055,conventional,2019,Raleigh/Greensboro
2019/5/5,2.3,14904,organic,2019,Raleigh/Greensboro
2019/5/5,1.15,397198,conventional,2019,Richmond/Norfolk
2019/5/5,1.48,13518,organic,2019,Richmond/Norfolk
2019/5/5,1.32,651414,conventional,2019,Sacramento
2019/5/5,2.1,10854,organic,2019,Sacramento
2019/5/5,1.4,581645,conventional,2019,San Diego
2019/5/5,2.19,20015,organic,2019,San Diego
2019/5/5,1.35,1201736,conventional,2019,San Francisco
2019/5/5,2.26,41085,organic,2019,San Francisco
2019/5/5,1.51,697254,conventional,2019,Seattle
2019/5/5,1.81,114211,organic,2019,Seattle
2019/5/5,1.41,131814,conventional,2019,Spokane
2019/5/5,2.21,5205,organic,2019,Spokane
2019/5/5,1.02,350681,conventional,2019,St. Louis
2019/5/5,1.75,10945,organic,2019,St. Louis
2019/5/5,1.39,95583,conventional,2019,Syracuse
2019/5/5,1.6,4688,organic,2019,Syracuse
2019/5/5,1.31,693019,conventional,2019,Tampa
2019/5/5,1.17,981,organic,2019,Tampa
2019/5/12,1.42,124334,conventional,2019,Albany
2019/5/12,1.76,4083,organic,2019,Albany
2019/5/12,1.14,745500,conventional,2019,Atlanta
2019/5/12,1.74,13034,organic,2019,Atlanta
2019/5/12,1.29,1105907,conventional,2019,Baltimore
2019/5/12,1.49,46087,organic,2019,Baltimore
2019/5/12,1.51,100582,conventional,2019,Boise
2019/5/12,2.15,4108,organic,2019,Boise
2019/5/12,1.52,842039,conventional,2019,Boston
2019/5/12,1.72,35135,organic,2019,Boston
2019/5/12,1.29,206288,conventional,2019,Buffalo/Rochester
2019/5/12,1.47,15657,organic,2019,Buffalo/Rochester
2019/5/12,1.38,292403,conventional,2019,Charlotte
2019/5/12,1.58,18351,organic,2019,Charlotte
2019/5/12,1.55,697782,conventional,2019,Chicago
2019/5/12,2.16,39686,organic,2019,Chicago
2019/5/12,1.23,301930,conventional,2019,Cincinnati/Dayton
2019/5/12,2.11,10969,organic,2019,Cincinnati/Dayton
2019/5/12,1.04,257874,conventional,2019,Columbus
2019/5/12,1.64,5351,organic,2019,Columbus
2019/5/12,0.9,1686961,conventional,2019,Dallas/Ft. Worth
2019/5/12,1.36,28998,organic,2019,Dallas/Ft. Worth
2019/5/12,1.15,1043869,conventional,2019,Denver
2019/5/12,1.67,28242,organic,2019,Denver
2019/5/12,1.2,541015,conventional,2019,Detroit
2019/5/12,1.97,15020,organic,2019,Detroit
2019/5/12,1.61,186742,conventional,2019,Grand Rapids
2019/5/12,1.45,12555,organic,2019,Grand Rapids
2019/5/12,1.32,403977,conventional,2019,Harrisburg/Scranton
2019/5/12,1.44,14623,organic,2019,Harrisburg/Scranton
2019/5/12,1.56,414027,conventional,2019,Hartford/Springfield
2019/5/12,2.23,13406,organic,2019,Hartford/Springfield
2019/5/12,0.83,1690184,conventional,2019,Houston
2019/5/12,1.4,34367,organic,2019,Houston
2019/5/12,1.1,238209,conventional,2019,Indianapolis
2019/5/12,1.87,6205,organic,2019,Indianapolis
2019/5/12,1.36,218405,conventional,2019,Jacksonville
2019/5/12,1.51,630,organic,2019,Jacksonville
2019/5/12,1.22,368281,conventional,2019,Las Vegas
2019/5/12,1.87,12113,organic,2019,Las Vegas
2019/5/12,1.26,2999676,conventional,2019,Los Angeles
2019/5/12,2.03,83851,organic,2019,Los Angeles
2019/5/12,1.19,135208,conventional,2019,Louisville
2019/5/12,1.97,3633,organic,2019,Louisville
2019/5/12,1.38,926021,conventional,2019,Miami/Ft. Lauderdale
2019/5/12,1.4,3169,organic,2019,Miami/Ft. Lauderdale
2019/5/12,1.02,310106,conventional,2019,Nashville
2019/5/12,1.56,12639,organic,2019,Nashville
2019/5/12,1.05,344418,conventional,2019,New Orleans/Mobile
2019/5/12,0.93,9648,organic,2019,New Orleans/Mobile
2019/5/12,1.59,1982568,conventional,2019,New York
2019/5/12,1.94,83844,organic,2019,New York
2019/5/12,1.28,490215,conventional,2019,Orlando
2019/5/12,1.25,1329,organic,2019,Orlando
2019/5/12,1.48,626806,conventional,2019,Philadelphia
2019/5/12,1.61,24676,organic,2019,Philadelphia
2019/5/12,0.99,1273297,conventional,2019,Phoenix/Tucson
2019/5/12,1.96,14553,organic,2019,Phoenix/Tucson
2019/5/12,1.14,181027,conventional,2019,Pittsburgh
2019/5/12,1.56,10234,organic,2019,Pittsburgh
2019/5/12,1.53,671683,conventional,2019,Portland
2019/5/12,2.19,33884,organic,2019,Portland
2019/5/12,1.32,389349,conventional,2019,Raleigh/Greensboro
2019/5/12,1.96,16976,organic,2019,Raleigh/Greensboro
2019/5/12,1.03,373755,conventional,2019,Richmond/Norfolk
2019/5/12,1.33,18804,organic,2019,Richmond/Norfolk
2019/5/12,1.54,465486,conventional,2019,Sacramento
2019/5/12,1.96,12431,organic,2019,Sacramento
2019/5/12,1.39,506038,conventional,2019,San Diego
2019/5/12,2.17,16473,organic,2019,San Diego
2019/5/12,1.77,784332,conventional,2019,San Francisco
2019/5/12,2.26,36933,organic,2019,San Francisco
2019/5/12,1.69,571379,conventional,2019,Seattle
2019/5/12,1.79,86007,organic,2019,Seattle
2019/5/12,1.53,105407,conventional,2019,Spokane
2019/5/12,2.2,4274,organic,2019,Spokane
2019/5/12,1.17,231205,conventional,2019,St. Louis
2019/5/12,1.55,11374,organic,2019,St. Louis
2019/5/12,1.36,94769,conventional,2019,Syracuse
2019/5/12,1.49,6336,organic,2019,Syracuse
2019/5/12,1.23,545819,conventional,2019,Tampa
2019/5/12,1.28,1264,organic,2019,Tampa
2019/5/19,1.11,139857,conventional,2019,Albany
2019/5/19,1.62,3541,organic,2019,Albany
2019/5/19,1.2,658754,conventional,2019,Atlanta
2019/5/19,1.63,12049,organic,2019,Atlanta
2019/5/19,1.49,940557,conventional,2019,Baltimore
2019/5/19,1.61,33865,organic,2019,Baltimore
2019/5/19,1.46,96883,conventional,2019,Boise
2019/5/19,2.12,2822,organic,2019,Boise
2019/5/19,1.5,715008,conventional,2019,Boston
2019/5/19,1.78,31801,organic,2019,Boston
2019/5/19,1.28,197217,conventional,2019,Buffalo/Rochester
2019/5/19,1.54,7984,organic,2019,Buffalo/Rochester
2019/5/19,1.12,372783,conventional,2019,Charlotte
2019/5/19,1.69,16430,organic,2019,Charlotte
2019/5/19,1.56,683095,conventional,2019,Chicago
2019/5/19,1.98,57013,organic,2019,Chicago
2019/5/19,1.38,271055,conventional,2019,Cincinnati/Dayton
2019/5/19,2.11,7355,organic,2019,Cincinnati/Dayton
2019/5/19,1.27,226797,conventional,2019,Columbus
2019/5/19,1.7,4515,organic,2019,Columbus
2019/5/19,0.93,1464266,conventional,2019,Dallas/Ft. Worth
2019/5/19,1.38,31170,organic,2019,Dallas/Ft. Worth
2019/5/19,1.26,805714,conventional,2019,Denver
2019/5/19,1.67,23567,organic,2019,Denver
2019/5/19,1.39,429149,conventional,2019,Detroit
2019/5/19,1.84,9998,organic,2019,Detroit
2019/5/19,1.53,202947,conventional,2019,Grand Rapids
2019/5/19,1.48,9772,organic,2019,Grand Rapids
2019/5/19,1.26,345473,conventional,2019,Harrisburg/Scranton
2019/5/19,1.62,6513,organic,2019,Harrisburg/Scranton
2019/5/19,1.46,383413,conventional,2019,Hartford/Springfield
2019/5/19,2.33,12455,organic,2019,Hartford/Springfield
2019/5/19,0.94,1230770,conventional,2019,Houston
2019/5/19,1.8,33331,organic,2019,Houston
2019/5/19,1.28,212923,conventional,2019,Indianapolis
2019/5/19,1.91,6600,organic,2019,Indianapolis
2019/5/19,1.35,223010,conventional,2019,Jacksonville
2019/5/19,1.7,659,organic,2019,Jacksonville
2019/5/19,1.25,310986,conventional,2019,Las Vegas
2019/5/19,1.98,12096,organic,2019,Las Vegas
2019/5/19,1.42,2466281,conventional,2019,Los Angeles
2019/5/19,1.92,97315,organic,2019,Los Angeles
2019/5/19,1.41,106807,conventional,2019,Louisville
2019/5/19,1.98,2796,organic,2019,Louisville
2019/5/19,1.41,905778,conventional,2019,Miami/Ft. Lauderdale
2019/5/19,1.46,3011,organic,2019,Miami/Ft. Lauderdale
2019/5/19,1.11,277706,conventional,2019,Nashville
2019/5/19,1.34,9185,organic,2019,Nashville
2019/5/19,1.06,325334,conventional,2019,New Orleans/Mobile
2019/5/19,0.98,7761,organic,2019,New Orleans/Mobile
2019/5/19,1.58,1701723,conventional,2019,New York
2019/5/19,2.03,81666,organic,2019,New York
2019/5/19,1.37,469781,conventional,2019,Orlando
2019/5/19,1.53,4720,organic,2019,Orlando
2019/5/19,1.42,536310,conventional,2019,Philadelphia
2019/5/19,1.83,19300,organic,2019,Philadelphia
2019/5/19,1.02,1100021,conventional,2019,Phoenix/Tucson
2019/5/19,1.97,15830,organic,2019,Phoenix/Tucson
2019/5/19,1.27,141613,conventional,2019,Pittsburgh
2019/5/19,1.56,10977,organic,2019,Pittsburgh
2019/5/19,1.66,484296,conventional,2019,Portland
2019/5/19,2.37,21742,organic,2019,Portland
2019/5/19,1.02,500509,conventional,2019,Raleigh/Greensboro
2019/5/19,2.08,16486,organic,2019,Raleigh/Greensboro
2019/5/19,1.04,351091,conventional,2019,Richmond/Norfolk
2019/5/19,1.55,13215,organic,2019,Richmond/Norfolk
2019/5/19,1.46,487967,conventional,2019,Sacramento
2019/5/19,1.93,10354,organic,2019,Sacramento
2019/5/19,1.51,448063,conventional,2019,San Diego
2019/5/19,2.02,21891,organic,2019,San Diego
2019/5/19,1.67,846157,conventional,2019,San Francisco
2019/5/19,2.18,35983,organic,2019,San Francisco
2019/5/19,1.78,481229,conventional,2019,Seattle
2019/5/19,2.29,30782,organic,2019,Seattle
2019/5/19,1.59,82245,conventional,2019,Spokane
2019/5/19,2.2,3405,organic,2019,Spokane
2019/5/19,1.31,199515,conventional,2019,St. Louis
2019/5/19,1.71,12342,organic,2019,St. Louis
2019/5/19,1.21,95387,conventional,2019,Syracuse
2019/5/19,1.53,3692,organic,2019,Syracuse
2019/5/19,1.27,530975,conventional,2019,Tampa
2019/5/19,1.53,1866,organic,2019,Tampa
2019/5/26,1.46,124881,conventional,2019,Albany
2019/5/26,1.84,3057,organic,2019,Albany
2019/5/26,1.16,706177,conventional,2019,Atlanta
2019/5/26,1.74,19309,organic,2019,Atlanta
2019/5/26,1.54,949768,conventional,2019,Baltimore
2019/5/26,1.59,38270,organic,2019,Baltimore
2019/5/26,1.44,108405,conventional,2019,Boise
2019/5/26,2.31,3038,organic,2019,Boise
2019/5/26,1.55,724659,conventional,2019,Boston
2019/5/26,1.8,30915,organic,2019,Boston
2019/5/26,1.31,199770,conventional,2019,Buffalo/Rochester
2019/5/26,1.51,7998,organic,2019,Buffalo/Rochester
2019/5/26,1.41,307560,conventional,2019,Charlotte
2019/5/26,1.8,18392,organic,2019,Charlotte
2019/5/26,1.7,690063,conventional,2019,Chicago
2019/5/26,1.88,46057,organic,2019,Chicago
2019/5/26,1.28,303251,conventional,2019,Cincinnati/Dayton
2019/5/26,1.62,22117,organic,2019,Cincinnati/Dayton
2019/5/26,1.25,222181,conventional,2019,Columbus
2019/5/26,1.53,16003,organic,2019,Columbus
2019/5/26,0.93,1574362,conventional,2019,Dallas/Ft. Worth
2019/5/26,1.46,29543,organic,2019,Dallas/Ft. Worth
2019/5/26,1.18,900464,conventional,2019,Denver
2019/5/26,1.72,25207,organic,2019,Denver
2019/5/26,1.35,455072,conventional,2019,Detroit
2019/5/26,1.84,18611,organic,2019,Detroit
