"conventional.date","conventional.average_price","conventional.total_volume","conventional.type","conventional.year","conventional.geography","conventional.Mileage","conventional.total_sales","organic.date","organic.average_price","organic.total_volume","organic.type","organic.year","organic.geography","organic.Mileage","organic.total_sales","organic.share_total_sales","conventional.share_total_sales","ave.con.share","ave.org.share"
"2019/4/28",1.46,2463023,"conventional",2019,"Los Angeles",111,3596013.58,"2019/4/28",1.86,116664,"organic",2019,"Los Angeles",111,216995.04,0.0569091396389238,0.943090860361076,0.943881225974794,0.0561187740252061
"2019/4/28",1.48,96304,"conventional",2019,"Louisville",2101,142529.92,"2019/4/28",1.97,2908,"organic",2019,"Louisville",2101,5728.76,0.0386403008579329,0.961359699142067,0.936163248380035,0.0638367516199649
"2019/4/28",1.41,920152,"conventional",2019,"Miami/Ft. Lauderdale",2843,1297414.32,"2019/4/28",1.35,3074,"organic",2019,"Miami/Ft. Lauderdale",2843,4149.9,0.003188394345997,0.996811605654003,0.98727575637968,0.0127242436203202
"2019/4/28",1.22,255401,"conventional",2019,"Nashville",2020,311589.22,"2019/4/28",1.89,4340,"organic",2019,"Nashville",2020,8202.6,0.0256498118056928,0.974350188194307,0.939943242238379,0.060056757761621
"2019/4/28",1.27,313559,"conventional",2019,"New Orleans/Mobile",1954,398219.93,"2019/4/28",1.68,1315,"organic",2019,"New Orleans/Mobile",1954,2209.2,0.00551708113742874,0.994482918862571,0.978554582016915,0.0214454179830849
"2019/4/28",1.49,1522154,"conventional",2019,"New York",2794,2268009.46,"2019/4/28",2.12,71812,"organic",2019,"New York",2794,152241.44,0.0629031642959001,0.9370968357041,0.933438425149798,0.066561574850202
"2019/4/28",1.33,507893,"conventional",2019,"Orlando",2617,675497.69,"2019/4/28",1.29,1886,"organic",2019,"Orlando",2617,2432.94,0.00358877426736125,0.996411225732639,0.980111713684211,0.0198882863157888
"2019/4/28",1.59,456572,"conventional",2019,"Philadelphia",2759,725949.48,"2019/4/28",1.89,16523,"organic",2019,"Philadelphia",2759,31228.47,0.0412432374714557,0.958756762528544,0.936511942809066,0.0634880571909341
"2019/4/28",1.17,974676,"conventional",2019,"Phoenix/Tucson",482,1140370.92,"2019/4/28",2.13,12889,"organic",2019,"Phoenix/Tucson",482,27453.57,0.0235083013201753,0.976491698679825,0.969701956979254,0.030298043020746
"2019/4/28",1.27,139404,"conventional",2019,"Pittsburgh",2445,177043.08,"2019/4/28",1.55,11208,"organic",2019,"Pittsburgh",2445,17372.4,0.089357082059515,0.910642917940485,0.901272720977339,0.0987272790226607
"2019/4/28",1.69,486742,"conventional",2019,"Portland",855,822593.98,"2019/4/28",2.32,34890,"organic",2019,"Portland",855,80944.8,0.0895864148741906,0.910413585125809,0.923994665655572,0.0760053343444283
"2019/4/28",1.37,374612,"conventional",2019,"Raleigh/Greensboro",2557,513218.44,"2019/4/28",2.25,13917,"organic",2019,"Raleigh/Greensboro",2557,31313.25,0.0575049176660407,0.942495082333959,0.931804857309753,0.0681951426902468
"2019/4/28",1.39,277445,"conventional",2019,"Richmond/Norfolk",2632,385648.55,"2019/4/28",1.61,13814,"organic",2019,"Richmond/Norfolk",2632,22240.54,0.0545259496889216,0.945474050311078,0.928449792317041,0.0715502076829592
"2019/4/28",1.78,415450,"conventional",2019,"Sacramento",277,739501,"2019/4/28",1.98,14419,"organic",2019,"Sacramento",277,28549.62,0.0371715343449628,0.962828465655037,0.962944579767275,0.0370554202327255
"2019/4/28",1.54,455748,"conventional",2019,"San Diego",253,701851.92,"2019/4/28",2.19,17805,"organic",2019,"San Diego",253,38992.95,0.0526330836305852,0.947366916369415,0.936062734959172,0.0639372650408284
"2019/4/28",1.81,816181,"conventional",2019,"San Francisco",283,1477287.61,"2019/4/28",2.23,36385,"organic",2019,"San Francisco",283,81138.55,0.0520644173478197,0.94793558265218,0.934814063488938,0.0651859365110624
"2019/4/28",1.82,451561,"conventional",2019,"Seattle",1029,821841.02,"2019/4/28",2.15,60530,"organic",2019,"Seattle",1029,130139.5,0.136703952723739,0.863296047276262,0.870418203097601,0.129581796902399
"2019/4/28",1.65,81004,"conventional",2019,"Spokane",1097,133656.6,"2019/4/28",2.18,5463,"organic",2019,"Spokane",1097,11909.34,0.0818140562277137,0.918185943772286,0.924914231142534,0.0750857688574661
"2019/4/28",1.31,194706,"conventional",2019,"St. Louis",1841,255064.86,"2019/4/28",2.01,12673,"organic",2019,"St. Louis",1841,25472.73,0.0907997035263616,0.909200296473638,0.933648181888816,0.0663518181111838
"2019/4/28",1.52,70747,"conventional",2019,"Syracuse",2693,107535.44,"2019/4/28",1.51,8024,"organic",2019,"Syracuse",2693,12116.24,0.101262598235144,0.898737401764856,0.939977816469908,0.0600221835300924
"2019/4/28",1.36,542202,"conventional",2019,"Tampa",2636,737394.72,"2019/4/28",1.2,919,"organic",2019,"Tampa",2636,1102.8,0.00149330223884841,0.998506697761152,0.982892930828724,0.0171070691712757
"2019/5/5",1.15,176984,"conventional",2019,"Albany",2832,203531.6,"2019/5/5",1.89,2751,"organic",2019,"Albany",2832,5199.39,0.0249095258926334,0.975090474107367,0.967559739478929,0.0324402605210707
"2019/5/5",1.15,873983,"conventional",2019,"Atlanta",2199,1005080.45,"2019/5/5",1.85,12762,"organic",2019,"Atlanta",2199,23609.7,0.0229512258866287,0.977048774113371,0.950191710190095,0.0498082898099051
"2019/5/5",1.3,1228664,"conventional",2019,"Baltimore/Washington",2679,1597263.2,"2019/5/5",1.78,33223,"organic",2019,"Baltimore/Washington",2679,59136.94,0.0357020858498599,0.96429791415014,0.944935705825464,0.0550642941745357
"2019/5/5",1.33,131321,"conventional",2019,"Boise",827,174656.93,"2019/5/5",2.03,3632,"organic",2019,"Boise",827,7372.96,0.0405041172084431,0.959495882791557,0.943837287582292,0.056162712417708
"2019/5/5",1.5,800271,"conventional",2019,"Boston",2998,1200406.5,"2019/5/5",1.75,37387,"organic",2019,"Boston",2998,65427.25,0.0516870797606716,0.948312920239328,0.944402626536698,0.0555973734633019
"2019/5/5",1.44,195796,"conventional",2019,"Buffalo/Rochester",2552,281946.24,"2019/5/5",1.55,16995,"organic",2019,"Buffalo/Rochester",2552,26342.25,0.085446751515115,0.914553248484885,0.926154647760673,0.0738453522393267
"2019/5/5",1.16,426133,"conventional",2019,"Charlotte",2428,494314.28,"2019/5/5",1.95,13047,"organic",2019,"Charlotte",2428,25441.65,0.0489492250718525,0.951050774928147,0.933943830589444,0.066056169410556
"2019/5/5",1.48,753297,"conventional",2019,"Chicago",2030,1114879.56,"2019/5/5",2.18,38562,"organic",2019,"Chicago",2030,84065.16,0.0701159599752022,0.929884040024798,0.921864208370615,0.078135791629385
"2019/5/5",1.26,304183,"conventional",2019,"Cincinnati/Dayton",2190,383270.58,"2019/5/5",2.05,7844,"organic",2019,"Cincinnati/Dayton",2190,16080.2,0.0402658534935126,0.959734146506487,0.921640979752964,0.0783590202470356
"2019/5/5",1.04,282254,"conventional",2019,"Columbus",2261,293544.16,"2019/5/5",1.77,6065,"organic",2019,"Columbus",2261,10735.05,0.0352802611785406,0.964719738821459,0.928429826068234,0.0715701739317663
"2019/5/5",0.94,1685346,"conventional",2019,"Dallas/Ft. Worth",1449,1584225.24,"2019/5/5",1.42,31493,"organic",2019,"Dallas/Ft. Worth",1449,44720.06,0.0274533834868488,0.972546616513151,0.96479638894717,0.0352036110528297
"2019/5/5",1.17,1085177,"conventional",2019,"Denver",1032,1269657.09,"2019/5/5",1.92,32092,"organic",2019,"Denver",1032,61616.64,0.046283974971849,0.953716025028151,0.946481603768874,0.053518396231126
"2019/5/5",1.19,569876,"conventional",2019,"Detroit",2296,678152.44,"2019/5/5",1.91,15350,"organic",2019,"Detroit",2296,29318.5,0.041441278139283,0.958558721860717,0.941869889252581,0.0581301107474194
"2019/5/5",1.5,209606,"conventional",2019,"Grand Rapids",2193,314409,"2019/5/5",1.52,8516,"organic",2019,"Grand Rapids",2193,12944.32,0.0395423513651855,0.960457648634815,0.953442082798573,0.0465579172014267
"2019/5/5",1.38,349528,"conventional",2019,"Harrisburg/Scranton",2717,482348.64,"2019/5/5",1.68,8202,"organic",2019,"Harrisburg/Scranton",2717,13779.36,0.0277738003095975,0.972226199690402,0.943439474398886,0.0565605256011136
"2019/5/5",1.38,484455,"conventional",2019,"Hartford/Springfield",2906,668547.9,"2019/5/5",2.11,13871,"organic",2019,"Hartford/Springfield",2906,29267.81,0.0419420336638738,0.958057966336126,0.94103680481658,0.0589631951834199
"2019/5/5",0.84,1751094,"conventional",2019,"Houston",1656,1470918.96,"2019/5/5",1.41,31908,"organic",2019,"Houston",1656,44990.28,0.0296787425083576,0.970321257491642,0.966414443488332,0.0335855565116683
"2019/5/5",1.09,286512,"conventional",2019,"Indianapolis",2083,312298.08,"2019/5/5",1.77,5358,"organic",2019,"Indianapolis",2083,9483.66,0.0294723373675585,0.970527662632442,0.945371948156886,0.0546280518431136
"2019/5/5",1.43,296140,"conventional",2019,"Jacksonville",2440,423480.2,"2019/5/5",1.47,579,"organic",2019,"Jacksonville",2440,851.13,0.00200581465431742,0.997994185345683,0.978139500731126,0.0218604992688741
"2019/5/5",1.21,438156,"conventional",2019,"Las Vegas",286,530168.76,"2019/5/5",1.88,11349,"organic",2019,"Las Vegas",286,21336.12,0.0386870919437739,0.961312908056226,0.947760158322428,0.0522398416775717
"2019/5/5",1.27,3457683,"conventional",2019,"Los Angeles",111,4391257.41,"2019/5/5",2.02,93134,"organic",2019,"Los Angeles",111,188130.68,0.041082056445668,0.958917943554332,0.943881225974794,0.0561187740252061
"2019/5/5",1.2,155598,"conventional",2019,"Louisville",2101,186717.6,"2019/5/5",2.02,3015,"organic",2019,"Louisville",2101,6090.3,0.0315873986491217,0.968412601350878,0.936163248380035,0.0638367516199649
"2019/5/5",1.42,1144314,"conventional",2019,"Miami/Ft. Lauderdale",2843,1624925.88,"2019/5/5",1.4,3726,"organic",2019,"Miami/Ft. Lauderdale",2843,5216.4,0.00319996607903452,0.996800033920966,0.98727575637968,0.0127242436203202
"2019/5/5",1.05,354262,"conventional",2019,"Nashville",2020,371975.1,"2019/5/5",1.61,6960,"organic",2019,"Nashville",2020,11205.6,0.0292436440561855,0.970756355943815,0.939943242238379,0.060056757761621
"2019/5/5",1.14,420841,"conventional",2019,"New Orleans/Mobile",1954,479758.74,"2019/5/5",1.14,6424,"organic",2019,"New Orleans/Mobile",1954,7323.36,0.0150351655295894,0.984964834470411,0.978554582016915,0.0214454179830849
"2019/5/5",1.56,1994542,"conventional",2019,"New York",2794,3111485.52,"2019/5/5",2.06,77788,"organic",2019,"New York",2794,160243.28,0.0489781671390367,0.951021832860963,0.933438425149798,0.066561574850202
"2019/5/5",1.35,611334,"conventional",2019,"Orlando",2617,825300.9,"2019/5/5",1.35,2435,"organic",2019,"Orlando",2617,3287.25,0.00396729062562625,0.996032709374374,0.980111713684211,0.0198882863157888
"2019/5/5",1.58,555681,"conventional",2019,"Philadelphia",2759,877975.98,"2019/5/5",1.89,19295,"organic",2019,"Philadelphia",2759,36467.55,0.0398794991747604,0.96012050082524,0.936511942809066,0.0634880571909341
"2019/5/5",0.95,1577905,"conventional",2019,"Phoenix/Tucson",482,1499009.75,"2019/5/5",1.9,15973,"organic",2019,"Phoenix/Tucson",482,30348.7,0.0198440725259667,0.980155927474033,0.969701956979254,0.030298043020746
"2019/5/5",0.99,260321,"conventional",2019,"Pittsburgh",2445,257717.79,"2019/5/5",1.55,9515,"organic",2019,"Pittsburgh",2445,14748.25,0.0541287640837735,0.945871235916226,0.901272720977339,0.0987272790226607
"2019/5/5",1.27,878738,"conventional",2019,"Portland",855,1115997.26,"2019/5/5",2.19,37137,"organic",2019,"Portland",855,81330.03,0.0679263144499112,0.932073685550089,0.923994665655572,0.0760053343444283
"2019/5/5",1.12,526055,"conventional",2019,"Raleigh/Greensboro",2557,589181.6,"2019/5/5",2.3,14904,"organic",2019,"Raleigh/Greensboro",2557,34279.2,0.0549821255803091,0.945017874419691,0.931804857309753,0.0681951426902468
"2019/5/5",1.15,397198,"conventional",2019,"Richmond/Norfolk",2632,456777.7,"2019/5/5",1.48,13518,"organic",2019,"Richmond/Norfolk",2632,20006.64,0.0419616130848593,0.958038386915141,0.928449792317041,0.0715502076829592
"2019/5/5",1.32,651414,"conventional",2019,"Sacramento",277,859866.48,"2019/5/5",2.1,10854,"organic",2019,"Sacramento",277,22793.4,0.0258235369211525,0.974176463078848,0.962944579767275,0.0370554202327255
"2019/5/5",1.4,581645,"conventional",2019,"San Diego",253,814303,"2019/5/5",2.19,20015,"organic",2019,"San Diego",253,43832.85,0.051079150230118,0.948920849769882,0.936062734959172,0.0639372650408284
"2019/5/5",1.35,1201736,"conventional",2019,"San Francisco",283,1622343.6,"2019/5/5",2.26,41085,"organic",2019,"San Francisco",283,92852.1,0.0541349887945731,0.945865011205427,0.934814063488938,0.0651859365110624
"2019/5/5",1.51,697254,"conventional",2019,"Seattle",1029,1052853.54,"2019/5/5",1.81,114211,"organic",2019,"Seattle",1029,206721.91,0.164120307362294,0.835879692637706,0.870418203097601,0.129581796902399
"2019/5/5",1.41,131814,"conventional",2019,"Spokane",1097,185857.74,"2019/5/5",2.21,5205,"organic",2019,"Spokane",1097,11503.05,0.0582843735070173,0.941715626492983,0.924914231142534,0.0750857688574661
"2019/5/5",1.02,350681,"conventional",2019,"St. Louis",1841,357694.62,"2019/5/5",1.75,10945,"organic",2019,"St. Louis",1841,19153.75,0.0508261452742916,0.949173854725708,0.933648181888816,0.0663518181111838
"2019/5/5",1.39,95583,"conventional",2019,"Syracuse",2693,132860.37,"2019/5/5",1.6,4688,"organic",2019,"Syracuse",2693,7500.8,0.0534392809635314,0.946560719036469,0.939977816469908,0.0600221835300924
"2019/5/5",1.31,693019,"conventional",2019,"Tampa",2636,907854.89,"2019/5/5",1.17,981,"organic",2019,"Tampa",2636,1147.77,0.00126266957238607,0.998737330427614,0.982892930828724,0.0171070691712757
"2019/5/12",1.42,124334,"conventional",2019,"Albany",2832,176554.28,"2019/5/12",1.76,4083,"organic",2019,"Albany",2832,7186.08,0.0391099701774831,0.960890029822517,0.967559739478929,0.0324402605210707
"2019/5/12",1.14,745500,"conventional",2019,"Atlanta",2199,849870,"2019/5/12",1.74,13034,"organic",2019,"Atlanta",2199,22679.16,0.0259918421100766,0.974008157889923,0.950191710190095,0.0498082898099051
"2019/5/12",1.29,1105907,"conventional",2019,"Baltimore/Washington",2679,1426620.03,"2019/5/12",1.49,46087,"organic",2019,"Baltimore/Washington",2679,68669.63,0.0459239649928429,0.954076035007157,0.944935705825464,0.0550642941745357
"2019/5/12",1.51,100582,"conventional",2019,"Boise",827,151878.82,"2019/5/12",2.15,4108,"organic",2019,"Boise",827,8832.2,0.0549570278379168,0.945042972162083,0.943837287582292,0.056162712417708
"2019/5/12",1.52,842039,"conventional",2019,"Boston",2998,1279899.28,"2019/5/12",1.72,35135,"organic",2019,"Boston",2998,60432.2,0.0450875032794126,0.954912496720587,0.944402626536698,0.0555973734633019
"2019/5/12",1.29,206288,"conventional",2019,"Buffalo/Rochester",2552,266111.52,"2019/5/12",1.47,15657,"organic",2019,"Buffalo/Rochester",2552,23015.79,0.0796043445359762,0.920395655464024,0.926154647760673,0.0738453522393267
"2019/5/12",1.38,292403,"conventional",2019,"Charlotte",2428,403516.14,"2019/5/12",1.58,18351,"organic",2019,"Charlotte",2428,28994.58,0.0670378297213073,0.932962170278693,0.933943830589444,0.066056169410556
"2019/5/12",1.55,697782,"conventional",2019,"Chicago",2030,1081562.1,"2019/5/12",2.16,39686,"organic",2019,"Chicago",2030,85721.76,0.0734369444635344,0.926563055536466,0.921864208370615,0.078135791629385
"2019/5/12",1.23,301930,"conventional",2019,"Cincinnati/Dayton",2190,371373.9,"2019/5/12",2.11,10969,"organic",2019,"Cincinnati/Dayton",2190,23144.59,0.0586654126147548,0.941334587385245,0.921640979752964,0.0783590202470356
"2019/5/12",1.04,257874,"conventional",2019,"Columbus",2261,268188.96,"2019/5/12",1.64,5351,"organic",2019,"Columbus",2261,8775.64,0.0316850601123754,0.968314939887625,0.928429826068234,0.0715701739317663
"2019/5/12",0.9,1686961,"conventional",2019,"Dallas/Ft. Worth",1449,1518264.9,"2019/5/12",1.36,28998,"organic",2019,"Dallas/Ft. Worth",1449,39437.28,0.0253175995426802,0.97468240045732,0.96479638894717,0.0352036110528297
"2019/5/12",1.15,1043869,"conventional",2019,"Denver",1032,1200449.35,"2019/5/12",1.67,28242,"organic",2019,"Denver",1032,47164.14,0.0378034867192723,0.962196513280728,0.946481603768874,0.053518396231126
"2019/5/12",1.2,541015,"conventional",2019,"Detroit",2296,649218,"2019/5/12",1.97,15020,"organic",2019,"Detroit",2296,29589.4,0.0435902731761616,0.956409726823838,0.941869889252581,0.0581301107474194
"2019/5/12",1.61,186742,"conventional",2019,"Grand Rapids",2193,300654.62,"2019/5/12",1.45,12555,"organic",2019,"Grand Rapids",2193,18204.75,0.0570933512162431,0.942906648783757,0.953442082798573,0.0465579172014267
"2019/5/12",1.32,403977,"conventional",2019,"Harrisburg/Scranton",2717,533249.64,"2019/5/12",1.44,14623,"organic",2019,"Harrisburg/Scranton",2717,21057.12,0.037988207107559,0.962011792892441,0.943439474398886,0.0565605256011136
"2019/5/12",1.56,414027,"conventional",2019,"Hartford/Springfield",2906,645882.12,"2019/5/12",2.23,13406,"organic",2019,"Hartford/Springfield",2906,29895.38,0.0442384956587042,0.955761504341296,0.94103680481658,0.0589631951834199
"2019/5/12",0.83,1690184,"conventional",2019,"Houston",1656,1402852.72,"2019/5/12",1.4,34367,"organic",2019,"Houston",1656,48113.8,0.0331598278366892,0.966840172163311,0.966414443488332,0.0335855565116683
"2019/5/12",1.1,238209,"conventional",2019,"Indianapolis",2083,262029.9,"2019/5/12",1.87,6205,"organic",2019,"Indianapolis",2083,11603.35,0.0424047516155292,0.957595248384471,0.945371948156886,0.0546280518431136
"2019/5/12",1.36,218405,"conventional",2019,"Jacksonville",2440,297030.8,"2019/5/12",1.51,630,"organic",2019,"Jacksonville",2440,951.3,0.00319247364187312,0.996807526358127,0.978139500731126,0.0218604992688741
"2019/5/12",1.22,368281,"conventional",2019,"Las Vegas",286,449302.82,"2019/5/12",1.87,12113,"organic",2019,"Las Vegas",286,22651.31,0.04799472779272,0.95200527220728,0.947760158322428,0.0522398416775717
"2019/5/12",1.26,2999676,"conventional",2019,"Los Angeles",111,3779591.76,"2019/5/12",2.03,83851,"organic",2019,"Los Angeles",111,170217.53,0.043095126245956,0.956904873754044,0.943881225974794,0.0561187740252061
"2019/5/12",1.19,135208,"conventional",2019,"Louisville",2101,160897.52,"2019/5/12",1.97,3633,"organic",2019,"Louisville",2101,7157.01,0.0425874268310411,0.957412573168959,0.936163248380035,0.0638367516199649
"2019/5/12",1.38,926021,"conventional",2019,"Miami/Ft. Lauderdale",2843,1277908.98,"2019/5/12",1.4,3169,"organic",2019,"Miami/Ft. Lauderdale",2843,4436.6,0.0034597538052106,0.996540246194789,0.98727575637968,0.0127242436203202
"2019/5/12",1.02,310106,"conventional",2019,"Nashville",2020,316308.12,"2019/5/12",1.56,12639,"organic",2019,"Nashville",2020,19716.84,0.058676712587065,0.941323287412935,0.939943242238379,0.060056757761621
"2019/5/12",1.05,344418,"conventional",2019,"New Orleans/Mobile",1954,361638.9,"2019/5/12",0.93,9648,"organic",2019,"New Orleans/Mobile",1954,8972.64,0.024210363228301,0.975789636771699,0.978554582016915,0.0214454179830849
"2019/5/12",1.59,1982568,"conventional",2019,"New York",2794,3152283.12,"2019/5/12",1.94,83844,"organic",2019,"New York",2794,162657.36,0.04906795792605,0.95093204207395,0.933438425149798,0.066561574850202
"2019/5/12",1.28,490215,"conventional",2019,"Orlando",2617,627475.2,"2019/5/12",1.25,1329,"organic",2019,"Orlando",2617,1661.25,0.00264052416610101,0.997359475833899,0.980111713684211,0.0198882863157888
"2019/5/12",1.48,626806,"conventional",2019,"Philadelphia",2759,927672.88,"2019/5/12",1.61,24676,"organic",2019,"Philadelphia",2759,39728.36,0.0410670964200956,0.958932903579904,0.936511942809066,0.0634880571909341
"2019/5/12",0.99,1273297,"conventional",2019,"Phoenix/Tucson",482,1260564.03,"2019/5/12",1.96,14553,"organic",2019,"Phoenix/Tucson",482,28523.88,0.0221271798290312,0.977872820170969,0.969701956979254,0.030298043020746
"2019/5/12",1.14,181027,"conventional",2019,"Pittsburgh",2445,206370.78,"2019/5/12",1.56,10234,"organic",2019,"Pittsburgh",2445,15965.04,0.0718059735044043,0.928194026495596,0.901272720977339,0.0987272790226607
"2019/5/12",1.53,671683,"conventional",2019,"Portland",855,1027674.99,"2019/5/12",2.19,33884,"organic",2019,"Portland",855,74205.96,0.0673448070773889,0.932655192922611,0.923994665655572,0.0760053343444283
"2019/5/12",1.32,389349,"conventional",2019,"Raleigh/Greensboro",2557,513940.68,"2019/5/12",1.96,16976,"organic",2019,"Raleigh/Greensboro",2557,33272.96,0.0608043322896703,0.93919566771033,0.931804857309753,0.0681951426902468
"2019/5/12",1.03,373755,"conventional",2019,"Richmond/Norfolk",2632,384967.65,"2019/5/12",1.33,18804,"organic",2019,"Richmond/Norfolk",2632,25009.32,0.0610017679773574,0.938998232022643,0.928449792317041,0.0715502076829592
"2019/5/12",1.54,465486,"conventional",2019,"Sacramento",277,716848.44,"2019/5/12",1.96,12431,"organic",2019,"Sacramento",277,24364.76,0.0328714599254304,0.96712854007457,0.962944579767275,0.0370554202327255
"2019/5/12",1.39,506038,"conventional",2019,"San Diego",253,703392.82,"2019/5/12",2.17,16473,"organic",2019,"San Diego",253,35746.41,0.0483622145180956,0.951637785481904,0.936062734959172,0.0639372650408284
"2019/5/12",1.77,784332,"conventional",2019,"San Francisco",283,1388267.64,"2019/5/12",2.26,36933,"organic",2019,"San Francisco",283,83468.58,0.0567143614906753,0.943285638509325,0.934814063488938,0.0651859365110624
"2019/5/12",1.69,571379,"conventional",2019,"Seattle",1029,965630.51,"2019/5/12",1.79,86007,"organic",2019,"Seattle",1029,153952.53,0.137508808636472,0.862491191363528,0.870418203097601,0.129581796902399
"2019/5/12",1.53,105407,"conventional",2019,"Spokane",1097,161272.71,"2019/5/12",2.2,4274,"organic",2019,"Spokane",1097,9402.8,0.0550916765973045,0.944908323402696,0.924914231142534,0.0750857688574661
"2019/5/12",1.17,231205,"conventional",2019,"St. Louis",1841,270509.85,"2019/5/12",1.55,11374,"organic",2019,"St. Louis",1841,17629.7,0.0611845892033912,0.938815410796609,0.933648181888816,0.0663518181111838
"2019/5/12",1.36,94769,"conventional",2019,"Syracuse",2693,128885.84,"2019/5/12",1.49,6336,"organic",2019,"Syracuse",2693,9440.64,0.0682489715635068,0.931751028436493,0.939977816469908,0.0600221835300924
"2019/5/12",1.23,545819,"conventional",2019,"Tampa",2636,671357.37,"2019/5/12",1.28,1264,"organic",2019,"Tampa",2636,1617.92,0.00240412987525887,0.997595870124741,0.982892930828724,0.0171070691712757
"2019/5/19",1.11,139857,"conventional",2019,"Albany",2832,155241.27,"2019/5/19",1.62,3541,"organic",2019,"Albany",2832,5736.42,0.0356348758638542,0.964365124136146,0.967559739478929,0.0324402605210707
"2019/5/19",1.2,658754,"conventional",2019,"Atlanta",2199,790504.8,"2019/5/19",1.63,12049,"organic",2019,"Atlanta",2199,19639.87,0.0242424232699081,0.975757576730092,0.950191710190095,0.0498082898099051
"2019/5/19",1.49,940557,"conventional",2019,"Baltimore/Washington",2679,1401429.93,"2019/5/19",1.61,33865,"organic",2019,"Baltimore/Washington",2679,54522.65,0.0374480946350602,0.96255190536494,0.944935705825464,0.0550642941745357
"2019/5/19",1.46,96883,"conventional",2019,"Boise",827,141449.18,"2019/5/19",2.12,2822,"organic",2019,"Boise",827,5982.64,0.0405790283264495,0.95942097167355,0.943837287582292,0.056162712417708
"2019/5/19",1.5,715008,"conventional",2019,"Boston",2998,1072512,"2019/5/19",1.78,31801,"organic",2019,"Boston",2998,56605.78,0.0501327505444118,0.949867249455588,0.944402626536698,0.0555973734633019
"2019/5/19",1.28,197217,"conventional",2019,"Buffalo/Rochester",2552,252437.76,"2019/5/19",1.54,7984,"organic",2019,"Buffalo/Rochester",2552,12295.36,0.0464443587564714,0.953555641243529,0.926154647760673,0.0738453522393267
"2019/5/19",1.12,372783,"conventional",2019,"Charlotte",2428,417516.96,"2019/5/19",1.69,16430,"organic",2019,"Charlotte",2428,27766.7,0.0623573297075397,0.93764267029246,0.933943830589444,0.066056169410556
"2019/5/19",1.56,683095,"conventional",2019,"Chicago",2030,1065628.2,"2019/5/19",1.98,57013,"organic",2019,"Chicago",2030,112885.74,0.0957865122919123,0.904213487708088,0.921864208370615,0.078135791629385
"2019/5/19",1.38,271055,"conventional",2019,"Cincinnati/Dayton",2190,374055.9,"2019/5/19",2.11,7355,"organic",2019,"Cincinnati/Dayton",2190,15519.05,0.0398358518688124,0.960164148131188,0.921640979752964,0.0783590202470356
"2019/5/19",1.27,226797,"conventional",2019,"Columbus",2261,288032.19,"2019/5/19",1.7,4515,"organic",2019,"Columbus",2261,7675.5,0.0259563760414888,0.974043623958511,0.928429826068234,0.0715701739317663
"2019/5/19",0.93,1464266,"conventional",2019,"Dallas/Ft. Worth",1449,1361767.38,"2019/5/19",1.38,31170,"organic",2019,"Dallas/Ft. Worth",1449,43014.6,0.0306201251243271,0.969379874875673,0.96479638894717,0.0352036110528297
"2019/5/19",1.26,805714,"conventional",2019,"Denver",1032,1015199.64,"2019/5/19",1.67,23567,"organic",2019,"Denver",1032,39356.89,0.0373207968282174,0.962679203171783,0.946481603768874,0.053518396231126
"2019/5/19",1.39,429149,"conventional",2019,"Detroit",2296,596517.11,"2019/5/19",1.84,9998,"organic",2019,"Detroit",2296,18396.32,0.029916926680232,0.970083073319768,0.941869889252581,0.0581301107474194
"2019/5/19",1.53,202947,"conventional",2019,"Grand Rapids",2193,310508.91,"2019/5/19",1.48,9772,"organic",2019,"Grand Rapids",2193,14462.56,0.0445040913899303,0.95549590861007,0.953442082798573,0.0465579172014267
"2019/5/19",1.26,345473,"conventional",2019,"Harrisburg/Scranton",2717,435295.98,"2019/5/19",1.62,6513,"organic",2019,"Harrisburg/Scranton",2717,10551.06,0.0236652014107798,0.97633479858922,0.943439474398886,0.0565605256011136
"2019/5/19",1.46,383413,"conventional",2019,"Hartford/Springfield",2906,559782.98,"2019/5/19",2.33,12455,"organic",2019,"Hartford/Springfield",2906,29020.15,0.0492866775351551,0.950713322464845,0.94103680481658,0.0589631951834199
"2019/5/19",0.94,1230770,"conventional",2019,"Houston",1656,1156923.8,"2019/5/19",1.8,33331,"organic",2019,"Houston",1656,59995.8,0.0493013671568771,0.950698632843123,0.966414443488332,0.0335855565116683
"2019/5/19",1.28,212923,"conventional",2019,"Indianapolis",2083,272541.44,"2019/5/19",1.91,6600,"organic",2019,"Indianapolis",2083,12606,0.0442087083089366,0.955791291691063,0.945371948156886,0.0546280518431136
"2019/5/19",1.35,223010,"conventional",2019,"Jacksonville",2440,301063.5,"2019/5/19",1.7,659,"organic",2019,"Jacksonville",2440,1120.3,0.0037073463236613,0.996292653676339,0.978139500731126,0.0218604992688741
"2019/5/19",1.25,310986,"conventional",2019,"Las Vegas",286,388732.5,"2019/5/19",1.98,12096,"organic",2019,"Las Vegas",286,23950.08,0.0580351126039776,0.941964887396022,0.947760158322428,0.0522398416775717
"2019/5/19",1.42,2466281,"conventional",2019,"Los Angeles",111,3502119.02,"2019/5/19",1.92,97315,"organic",2019,"Los Angeles",111,186844.8,0.0506496699661316,0.949350330033868,0.943881225974794,0.0561187740252061
"2019/5/19",1.41,106807,"conventional",2019,"Louisville",2101,150597.87,"2019/5/19",1.98,2796,"organic",2019,"Louisville",2101,5536.08,0.035457246806348,0.964542753193652,0.936163248380035,0.0638367516199649
